CARBON DIOXIDE EMISSIONS (Metric Ton CO2e),% DIFFERENCE FROM NATIONAL MEDIAN SOURCE EUI,% DIFFERENCE FROM NATIONAL MEDIAN SITE EUI,GROSS BUILDING FLOOR AREA (ft²),NUMBER OF BUILDINGS,OCCUPANCY,POSTAL CODE,PROPERTY TYPE,SITE ENERGY USE INTENSITY (EUI) (kBtu/ft²),Source EUI (kBtu/ft²),TOTAL WATER USE (kgal),YEAR BUILT
389.3,-27.1,-27.1,68757.0,1.0,65.0,90291,Hotel,95.0,162.1,3063.9,1974.0
1160.3,92.1,92.1,113922.0,1.0,100.0,90027,Medical Office,161.3,332.8,4766.0,1986.0
38.9,-75.0,-75.0,27552.0,1.0,100.0,91306,Multifamily Housing,26.2,29.5,1509.3,1980.0
45.6,15.3,15.3,10942.0,1.0,100.0,90029,Library,59.2,165.7,234.1,1995.0
76.8,-6.8,-6.8,33360.0,1.0,100.0,90027,Multifamily Housing,37.4,71.3,1309.1,1988.0
357.6,79.4,79.4,89300.0,1.0,100.0,90014,Retail Store,55.2,156.7,2574.0,1930.0
98.2,56.6,56.6,26652.0,1.0,100.0,90038,Multifamily Housing,58.7,118.9,1688.7,1988.0
42.4,12.4,12.4,12000.0,1.0,100.0,90744,Fire Station,50.1,140.3,910.3,1968.0
5.8,-95.6,-95.6,30274.0,1.0,95.0,91604,Multifamily Housing,3.1,5.8,1963.3,1970.0
472.6,-5.0,-5.0,141100.0,5.0,100.0,91605,Multifamily Housing,56.6,94.1,8498.6,1975.0
233.8,84.7,84.7,50246.0,1.0,100.0,91343,Multifamily Housing,72.4,157.4,902.1,1964.0
220.8,-29.5,-29.5,139876.0,4.0,95.0,91605,Multifamily Housing,20.8,65.4,9423.2,1970.0
394.9,0.6,0.6,132210.0,1.0,100.0,90005,Multifamily Housing,51.1,81.1,4697.0,1927.0
0.0,-100.0,-100.0,27500.0,1.0,0.0,90021,Other,0.0,0.0,7.5,1958.0
511.9,-6.9,-6.9,145442.0,1.0,95.0,91303,Multifamily Housing,49.7,106.9,15570.0,1985.0
110.7,171.1,171.1,14500.0,1.0,50.0,90045,Other,122.7,242.1,592.7,1955.0
149.0,23.6,23.6,47736.0,2.0,95.0,90049,Medical Office,47.5,110.3,1369.5,1988.0
47.6,2.3,2.3,54667.0,1.0,100.0,90031,Distribution Center,12.9,32.3,410.3,1963.0
233.5,-82.7,-82.7,300000.0,1.0,95.0,90015,Mixed Use Property,11.1,30.9,3311.1,2008.0
214.8,12.0,12.0,50220.0,1.0,100.0,90033,Medical Office,62.5,162.4,101.0,2014.0
381.5,-11.0,-11.0,188030.0,2.0,100.0,90047,Multifamily Housing,33.1,62.0,7396.7,2004.0
501.0,27.1,27.1,120000.0,1.0,95.0,90020,Multifamily Housing,69.7,116.6,7686.4,1972.0
47.8,5.9,5.9,12500.0,1.0,100.0,90066,Library,54.3,152.1,312.3,2003.0
96.1,-22.5,-22.5,39111.0,1.0,95.0,91606,Multifamily Housing,40.3,74.0,3.7,1963.0
117.8,-55.1,-55.1,84853.0,3.0,90.0,91316,K-12 School,21.7,46.6,655.3,1959.0
100.6,-9.7,-9.7,35491.0,1.0,100.0,91304,Multifamily Housing,47.2,82.8,2.6,2010.0
43.2,64.1,64.1,10866.0,1.0,100.0,91352,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",52.5,164.7,134.3,1970.0
234.7,-15.8,-15.8,77970.0,1.0,85.0,90008,Office,39.7,124.6,1459.4,1962.0
344.3,-29.8,-29.8,41727.0,1.0,100.0,90002,Supermarket/Grocery Store,119.4,318.5,1874.8,1984.0
22.9,-10.4,-10.4,27400.0,1.0,100.0,91342,Non-Refrigerated Warehouse,11.9,33.3,771.9,2003.0
150.3,-67.7,-67.7,92401.0,1.0,100.0,90021,Office,21.4,67.3,6977.4,2009.0
70.1,-23.6,-23.6,28627.0,1.0,100.0,91402,Multifamily Housing,40.3,73.3,2561.3,1964.0
217.3,-43.6,-43.6,53654.0,1.0,75.0,91405,Residential Care Facility,61.4,137.1,4451.6,1963.0
17.0,-90.2,-90.2,79035.0,1.0,95.0,91607,Multifamily Housing,2.8,8.9,2895.3,1987.0
194.5,-58.8,-58.8,88393.0,1.0,100.0,90057,Office,30.5,85.2,1242.2,1950.0
65.3,-31.3,-31.3,41236.0,1.0,100.0,90024,Multifamily Housing,25.4,50.5,2531.4,1957.0
155.5,-36.9,-36.9,50726.0,1.0,95.0,91364,Office,44.7,110.4,551.5,1972.0
156.1,2.2,2.2,59369.0,1.0,100.0,90064,Multifamily Housing,42.3,79.8,2118.5,1988.0
1192.3,-19.2,-19.2,497900.0,4.0,95.0,90292,Multifamily Housing,37.6,76.1,19405.5,1993.0
579.7,-40.1,-40.1,239274.0,0.0,100.0,90094,Office,34.6,90.0,6128.2,2009.0
38.5,-31.2,-31.2,11625.0,1.0,100.0,91326,Fire Station,51.7,106.1,331.2,1990.0
123.7,-72.3,-72.3,150000.0,1.0,100.0,90039,Other,10.9,34.1,1312.6,1970.0
353.2,-23.1,-23.1,175560.0,1.0,95.0,90012,Multifamily Housing,32.2,64.3,4914.0,2008.0
3.6,-93.8,-93.8,26872.0,1.0,90.0,91311,Multifamily Housing,1.9,5.3,1556.3,1985.0
107.3,-17.6,-17.6,55295.0,1.0,100.0,90048,Multifamily Housing,31.4,60.5,2036.2,2008.0
98.4,-7.5,-7.5,33180.0,1.0,100.0,91402,Multifamily Housing,48.4,90.5,3367.7,1971.0
462.1,-61.5,-61.5,268819.0,7.0,95.0,91423,Multifamily Housing,27.6,44.6,11150.9,1969.0
92.0,-1.6,-1.6,27657.0,1.0,100.0,91402,Multifamily Housing,54.9,99.2,2354.1,1971.0
421.2,119.2,119.2,105635.0,1.0,95.0,90291,Multifamily Housing,59.8,137.3,3809.5,2012.0
962.4,-39.1,-39.1,227837.0,1.0,90.0,90024,Office,51.3,147.1,2701.2,1980.0
8.8,-95.8,-95.8,92538.0,1.0,70.0,90013,Mixed Use Property,1.4,3.8,1132.4,1920.0
37.5,-38.4,-38.4,48000.0,1.0,100.0,90045,Distribution Center,11.1,31.1,339.6,1968.0
42.0,-74.1,-74.1,56562.0,4.0,100.0,91403,Multifamily Housing,9.8,30.7,1372.1,2014.0
352.5,-21.3,-21.3,69477.0,1.0,100.0,90010,Office,78.2,175.1,1054.4,1982.0
767.5,93.8,93.8,112780.0,1.0,100.0,90033,Refrigerated Warehouse,96.6,270.5,1725.6,1924.0
303.9,-11.9,-11.9,75000.0,1.0,100.0,90044,Multifamily Housing,66.9,116.1,2075.9,1971.0
38.2,-58.2,-58.2,32076.0,1.0,95.0,90035,Multifamily Housing,20.7,30.7,1881.7,1965.0
80.6,-39.2,-39.2,51488.0,1.0,95.0,90024,Multifamily Housing,24.1,54.1,2218.0,1987.0
62.2,-10.2,-10.2,24664.0,1.0,100.0,90004,Multifamily Housing,43.2,68.2,1981.6,1965.0
18.8,-81.0,-81.0,18637.0,1.0,100.0,91335,Multifamily Housing,13.3,41.8,2898.6,1989.0
42.7,-35.3,-35.3,26177.0,1.0,100.0,90731,Multifamily Housing,26.4,51.1,950.8,1978.0
115.9,-21.5,-21.5,65376.0,1.0,100.0,90006,Multifamily Housing,27.6,60.0,3255.5,1986.0
269.0,76.8,76.8,54000.0,1.0,80.0,91411,Other - Entertainment/Public Assembly,70.7,198.0,7.1,2013.0
132.6,-14.2,-14.2,54524.0,1.0,95.0,91304,Multifamily Housing,39.7,74.2,6294.9,1965.0
575.6,-20.7,-20.7,119478.0,1.0,90.0,90048,Office,65.7,191.3,1643.6,1970.0
41.4,-38.6,-38.6,22687.0,1.0,95.0,91325,Multifamily Housing,25.9,72.5,1695.8,1963.0
333.1,29.2,29.2,89133.0,1.0,100.0,91325,Multifamily Housing,54.7,133.9,7238.1,1986.0
1515.4,4.8,4.8,250000.0,1.0,75.0,90048,Hotel,86.3,240.0,39863.4,1986.0
38.8,6.1,6.1,15000.0,1.0,100.0,90023,Other - Recreation,35.3,102.7,7012.2,1979.0
201.5,36.1,36.1,53487.0,1.0,100.0,90027,Multifamily Housing,56.6,129.6,5205.7,1971.0
220.9,-19.3,-19.3,81675.0,1.0,95.0,90046,Multifamily Housing,44.1,82.8,2402.7,1979.0
787.9,-11.7,-11.7,157338.0,1.0,95.0,90034,Other - Mall,71.1,199.1,3858.5,2010.0
3.8,-97.0,-97.0,34374.0,1.0,95.0,91356,Multifamily Housing,1.6,4.4,2202.6,1970.0
211.3,-9.8,-9.8,68392.0,1.0,80.0,90248,Office,43.9,122.8,1195.4,1926.0
98.2,-22.9,-22.9,36065.0,1.0,100.0,90024,Office,38.7,108.3,731.9,1985.0
234.8,-6.5,-6.5,80494.0,1.0,100.0,90015,Multifamily Housing,47.6,89.3,2915.2,2004.0
101.3,0.1,0.1,45117.0,1.0,100.0,90045,Multifamily Housing,34.6,77.3,1292.6,2004.0
138.7,-28.4,-28.4,112046.0,1.0,100.0,90049,Multifamily Housing,19.3,41.8,2612.9,2010.0
11.5,-42.4,-42.4,27500.0,1.0,100.0,91405,Worship Facility,6.1,16.1,210.2,1957.0
178.9,-15.3,-15.3,62950.0,1.0,95.0,90005,Multifamily Housing,45.9,89.0,2626.4,1988.0
118.6,-32.2,-32.2,61029.0,1.0,100.0,90020,Multifamily Housing,33.6,51.5,2746.1,1970.0
3.1,-94.5,-94.5,21026.0,1.0,100.0,90005,Multifamily Housing,2.1,5.9,1488.8,1970.0
682.5,-26.6,-26.6,131305.0,1.0,100.0,91311,Office,70.7,206.9,485.7,1981.0
679.6,150.0,150.0,164130.0,3.0,90.0,91326,Worship Facility,63.1,146.1,8363.2,2017.0
94.9,-6.4,-6.4,37108.0,1.0,100.0,90006,Multifamily Housing,43.4,71.1,4071.6,1924.0
626.3,-29.7,-29.7,169951.0,1.0,100.0,91436,Office,53.7,140.4,2537.4,1983.0
633.4,-15.8,-15.8,64904.0,2.0,100.0,90047,Supermarket/Grocery Store,128.7,404.1,3992.2,1997.0
78.1,-27.5,-27.5,33451.0,10.0,100.0,90016,Multifamily Housing,38.9,67.8,2656.2,1985.0
79.8,-43.7,-43.7,50220.0,1.0,100.0,91367,Other - Recreation,22.6,63.0,339.0,1971.0
8.4,-66.0,-66.0,7538.0,1.0,100.0,90045,Other - Public Services,15.7,41.9,36.3,2006.0
127.6,-40.0,-40.0,184919.0,1.0,95.0,90017,Self-Storage Facility,9.1,28.6,334.7,1998.0
60.0,-27.7,-27.7,30618.0,1.0,100.0,91436,Multifamily Housing,31.8,61.0,1172.2,1959.0
52.4,-65.8,-65.8,116363.0,2.0,85.0,90064,Self-Storage Facility,5.2,16.3,28.6,1989.0
75.3,-34.8,-34.8,37845.0,1.0,100.0,90049,Multifamily Housing,32.4,61.4,1262.7,1989.0
66.9,-21.7,-21.7,27215.0,1.0,95.0,90046,Multifamily Housing,41.0,71.8,1219883.3,1958.0
116.8,114.3,114.3,25097.0,1.0,100.0,90025,Multifamily Housing,72.4,157.4,450.6,1985.0
5.3,-90.6,-90.6,22146.0,1.0,100.0,90005,Multifamily Housing,3.4,9.6,2123.0,1965.0
81.2,-8.3,-8.3,27607.0,1.0,80.0,90012,Office,43.1,111.0,1306.8,1979.0
1238.2,-14.2,-14.2,485205.0,1.0,100.0,90017,Mixed Use Property,33.6,105.7,13447.7,1985.0
314.1,-15.1,-15.1,272813.0,1.0,100.0,91605,Distribution Center,15.2,47.7,751.8,1955.0
0.7,-97.9,-97.9,25345.0,1.0,80.0,91311,Non-Refrigerated Warehouse,0.4,1.1,549.7,1987.0
39.8,-57.3,-57.3,41550.0,1.0,100.0,90058,Other,13.6,38.1,3113.4,1980.0
788.0,-11.0,-11.0,268819.0,1.0,95.0,91423,Multifamily Housing,44.7,98.2,12722.1,1969.0
697.9,-15.9,-15.9,221194.0,1.0,100.0,90045,Distribution Center,41.7,130.2,3351.3,1994.0
672.5,-48.6,-48.6,239096.0,1.0,55.0,90502,Office,37.1,116.5,2285.4,1984.0
24.5,-73.0,-73.0,79139.0,1.0,90.0,91605,Self-Storage Facility,4.1,12.8,156.3,2008.0
112.8,-12.0,-12.0,41771.0,0.0,95.0,90007,Multifamily Housing,43.9,83.3,2423.2,1971.0
40.0,-61.6,-61.6,21025.0,1.0,100.0,91367,Office,32.6,51.6,58.3,1971.0
9.3,-89.9,-89.9,30984.0,1.0,95.0,90501,Multifamily Housing,4.3,11.9,1938.7,1990.0
88.6,-7.0,-7.0,36224.0,1.0,100.0,90029,Multifamily Housing,40.8,71.1,1853.7,1971.0
149.4,107.3,107.3,32121.0,1.0,100.0,90028,Multifamily Housing,72.4,157.4,576.7,1987.0
184.0,-25.7,-25.7,51370.0,1.0,95.0,91402,Multifamily Housing,66.5,74.9,8385.7,1963.0
203.6,-1.2,-1.2,75692.0,3.0,100.0,90004,Multifamily Housing,45.7,74.5,2538.1,1929.0
177.4,-17.9,-17.9,73773.0,2.0,100.0,90025,Office,34.1,95.6,1150.4,1978.0
8.2,-31.0,-31.0,20200.0,1.0,100.0,90001,Non-Refrigerated Warehouse,5.7,16.0,18.0,1926.0
785.6,141.8,141.8,168000.0,1.0,100.0,91352,Distribution Center,62.2,191.5,1010.6,1978.0
252.7,-22.6,-22.6,135036.0,1.0,95.0,91304,Multifamily Housing,30.0,59.7,9.1,1977.0
392.5,-38.9,-38.9,98500.0,1.0,95.0,90041,Senior Care Community,63.4,129.0,4287.5,1975.0
886.1,-54.3,-54.3,273570.0,1.0,90.0,91367,Office,42.7,134.1,7215.0,1979.0
18.0,-68.6,-68.6,30000.0,1.0,100.0,91342,Office,8.5,23.8,41.2,1971.0
696.2,-36.3,-36.3,252000.0,1.0,95.0,90014,Office,41.9,98.5,2219.7,1927.0
2158.8,-16.9,-16.9,861162.0,1.0,75.0,90007,Mixed Use Property,33.1,103.7,7676.5,1958.0
82.8,-40.3,-40.3,36725.0,1.0,95.0,91604,Multifamily Housing,36.6,70.0,1134.0,1962.0
115.2,-15.2,-15.2,62379.0,1.0,100.0,90025,Multifamily Housing,30.9,53.1,1928.5,1970.0
57.1,-22.4,-22.4,24530.0,1.0,100.0,91602,Multifamily Housing,33.7,89.6,1386.1,1972.0
318.9,391.5,391.5,60300.0,1.0,100.0,91311,Non-Refrigerated Warehouse,75.1,210.1,1032.3,1988.0
507.3,-38.7,-38.7,243474.0,1.0,100.0,91303,Retail Store,29.6,82.8,2887.6,1994.0
82.9,-22.4,-22.4,40373.0,1.0,100.0,91423,Multifamily Housing,33.2,64.1,1353.2,1962.0
307.8,110.7,110.7,34400.0,1.0,100.0,90061,Police Station,129.8,325.2,1131.0,1990.0
55.8,-61.9,-61.9,28556.0,1.0,100.0,91311,Office,33.5,52.9,80.0,1981.0
1711.4,15.2,15.2,345918.0,1.0,95.0,90008,Enclosed Mall,70.2,196.7,20140.6,1988.0
29.3,-7.4,-7.4,8800.0,1.0,100.0,90016,Office,47.3,132.3,138.5,1955.0
126.1,-69.8,-69.8,71112.0,5.0,95.0,91311,Multifamily Housing,32.4,38.7,5933.2,1979.0
48.0,-34.3,-34.3,24191.0,1.0,100.0,90005,Multifamily Housing,31.8,63.2,1369.7,1966.0
29.9,-70.6,-70.6,51567.0,1.0,100.0,91342,Non-Refrigerated Warehouse,7.6,24.0,333.0,1969.0
10.5,-95.1,-95.1,83980.0,1.0,100.0,91405,Multifamily Housing,1.8,5.0,7621.9,1963.0
113.3,-17.9,-17.9,55416.0,1.0,100.0,90049,Multifamily Housing,33.2,63.5,1729.5,1974.0
32.9,-85.1,-85.1,75616.0,2.0,70.0,90015,Mixed Use Property,6.2,17.3,154.8,1917.0
13.7,-46.9,-46.9,23000.0,1.0,100.0,90021,Non-Refrigerated Warehouse,8.5,23.7,62.8,1988.0
31.4,-67.4,-67.4,20852.0,1.0,100.0,90043,Multifamily Housing,28.1,31.1,1454.3,1964.0
126.4,-20.7,-20.7,58000.0,1.0,100.0,91331,Office,30.9,86.6,297.3,1972.0
1032.0,40.6,40.6,134153.0,1.0,80.0,90071,Hotel,109.6,231.3,9555.2,1927.0
8.9,-86.7,-86.7,22500.0,1.0,90.0,91423,Multifamily Housing,5.6,15.7,890.9,2007.0
30.6,-77.7,-77.7,59463.0,1.0,100.0,91342,Multifamily Housing,7.6,19.4,3392.4,2012.0
1642.1,-4.2,-4.2,400500.0,1.0,90.0,90017,Hotel,57.6,156.1,22077.3,2005.0
397.9,-11.4,-11.4,145264.0,1.0,100.0,91606,Multifamily Housing,46.5,75.8,7711.8,2001.0
1109.1,41.1,41.1,267042.0,1.0,100.0,90015,Multifamily Housing,64.7,140.3,6955.4,2010.0
158.1,56.6,56.6,42918.0,1.0,100.0,90020,Multifamily Housing,58.7,118.9,2719.3,1971.0
85.8,-4.6,-4.6,35877.0,1.0,95.0,91604,Multifamily Housing,36.3,84.9,1043.9,1986.0
84.0,-25.8,-25.8,66000.0,1.0,100.0,91352,Non-Refrigerated Warehouse,19.8,41.1,1238.7,1970.0
216.8,-16.6,-16.6,74520.0,1.0,100.0,90005,Multifamily Housing,48.9,82.9,4029.5,1929.0
25.1,-61.4,-61.4,45000.0,1.0,100.0,90011,Distribution Center,7.4,23.1,148.7,1950.0
127.2,-59.0,-59.0,100494.0,9.0,100.0,90734,Multifamily Housing,16.7,52.4,7003.3,1972.0
100.2,-24.5,-24.5,37105.0,0.0,90.0,91324,Multifamily Housing,43.9,83.3,2152.5,1973.0
223.1,43.9,43.9,60564.0,1.0,100.0,90046,Multifamily Housing,58.7,118.9,3837.3,1961.0
10.5,-97.2,-97.2,510105.0,1.0,95.0,90058,Distribution Center,0.3,0.8,507.2,1978.0
59.0,-37.5,-37.5,65000.0,1.0,100.0,90001,Distribution Center,12.0,37.6,216.1,1928.0
88.6,-23.1,-23.1,32600.0,1.0,100.0,91343,Multifamily Housing,46.2,75.4,1730.7,1963.0
208.9,68.1,68.1,44100.0,1.0,100.0,90068,Fitness Center/Health Club/Gym,67.2,188.3,2770.9,2007.0
406.4,1.0,1.0,54511.0,1.0,95.0,90016,Senior Care Community,124.8,214.6,6154.5,1951.0
116.6,-53.7,-53.7,85629.0,1.0,95.0,91325,Multifamily Housing,21.8,41.6,2375.8,2015.0
53.1,-16.7,-16.7,16460.0,1.0,100.0,90047,Fire Station,51.5,104.0,1072.1,1989.0
41.3,-25.2,-25.2,21000.0,1.0,100.0,90035,K-12 School,27.9,78.1,309.7,2009.0
56.9,-49.6,-49.6,26908.0,1.0,100.0,91436,Multifamily Housing,35.7,59.5,1254.5,1961.0
13.1,-84.9,-84.9,27328.0,1.0,100.0,91403,Multifamily Housing,6.3,17.8,852.2,1991.0
20.4,-87.3,-87.3,31450.0,1.0,100.0,90034,Multifamily Housing,11.7,15.0,761.3,1986.0
88.1,-58.1,-58.1,58842.0,1.0,75.0,91606,Office,19.7,62.0,78620.3,1963.0
243.9,189.5,189.5,27922.0,1.0,90.0,91604,Retail Store,92.3,258.4,4593.8,1989.0
37.3,-16.5,-16.5,14774.0,1.0,100.0,90292,Retail Store,35.8,100.3,1782.5,1969.0
126.6,-31.2,-31.2,27200.0,1.0,100.0,91331,Strip Mall,72.4,157.4,488.3,1957.0
39.8,-11.8,-11.8,20100.0,1.0,100.0,90016,Other - Public Services,28.1,78.8,417.9,1949.0
10.1,-43.6,-43.6,20700.0,1.0,100.0,90001,Non-Refrigerated Warehouse,7.0,19.5,134.6,1924.0
55.7,-75.2,-75.2,91000.0,1.0,100.0,91605,Performing Arts,9.2,22.1,265.6,1974.0
189.1,-23.2,-23.2,92160.0,2.0,100.0,91316,Multifamily Housing,30.1,73.4,2628.7,1966.0
136.3,-21.7,-21.7,64000.0,1.0,95.0,91356,Residential Care Facility,30.4,84.2,33.9,1968.0
78.8,-12.7,-12.7,27440.0,1.0,100.0,91402,Multifamily Housing,49.1,78.5,1456.7,1961.0
64.0,194.2,194.2,6016.0,0.0,100.0,90024,Retail Store,145.6,419.1,697.5,1937.0
78.3,48.7,48.7,21252.0,1.0,100.0,90046,Multifamily Housing,58.7,118.9,1346.5,1951.0
36.1,-18.1,-18.1,11000.0,1.0,100.0,90291,Fire Station,53.1,102.3,609.3,2010.0
176.0,32.2,32.2,62480.0,1.0,100.0,90232,Multifamily Housing,44.4,93.0,2510.5,1984.0
61.1,-21.2,-21.2,28500.0,1.0,100.0,90005,Multifamily Housing,36.3,59.9,2063.4,1926.0
615.1,-13.3,-13.3,50878.0,1.0,100.0,90036,Supermarket/Grocery Store,177.7,454.5,2435.4,1994.0
62.7,-55.9,-55.9,45684.0,1.0,85.0,90029,Other - Public Services,18.8,54.3,0.0,1972.0
66.2,292.8,292.8,7500.0,1.0,100.0,90027,Other,125.2,350.6,171.7,1948.0
730.7,51.5,51.5,214735.0,1.0,100.0,90021,Other,48.3,135.3,4035.0,1925.0
4.8,-90.6,-90.6,23070.0,1.0,100.0,91402,Multifamily Housing,2.9,8.2,1939.0,1963.0
494.6,-25.2,-25.2,185617.0,1.0,95.0,90017,Multifamily Housing,37.5,81.0,6217.1,2013.0
321.5,-19.3,-19.3,81478.0,1.0,100.0,90024,Office,57.6,149.8,721.1,1978.0
119.0,132.5,132.5,23992.0,1.0,95.0,90014,Multifamily Housing,80.3,154.8,2703.9,2000.0
196.2,4.2,4.2,75375.0,1.0,90.0,90006,Multifamily Housing,38.0,93.5,3686.2,1972.0
60.4,-17.7,-17.7,34608.0,1.0,95.0,90048,Multifamily Housing,26.9,59.9,1083.7,1971.0
722.5,-43.8,-43.8,195694.0,1.0,100.0,90066,Office,54.1,139.6,48.5,1982.0
742.2,-26.1,-26.1,207726.0,1.0,95.0,90038,Multifamily Housing,55.2,122.6,7666.4,2016.0
15.8,-96.0,-96.0,350410.0,1.0,100.0,91340,Distribution Center,0.6,1.8,850.4,2007.0
3641.3,-24.6,-24.6,816615.0,1.0,100.0,90067,Office,65.5,167.8,14040.0,2006.0
391.5,-28.5,-28.5,93464.0,1.0,100.0,91367,Office,63.0,151.4,3799.2,1979.0
88.0,-28.6,-28.6,27623.0,1.0,100.0,90049,Office,45.9,124.0,358.3,1985.0
75.9,29.5,29.5,24226.0,1.0,100.0,90028,Non-Refrigerated Warehouse,45.4,120.5,244.6,1995.0
1.7,-91.7,-91.7,8750.0,1.0,100.0,90007,Other - Recreation,2.6,8.0,0.0,1961.0
184.2,0.7,0.7,61000.0,2.0,100.0,91342,Museum,44.5,112.8,110.9,1974.0
212.5,153.5,153.5,30335.0,0.0,100.0,91316,Mixed Use Property,92.4,290.1,696.1,1964.0
42.6,-47.9,-47.9,28188.0,1.0,100.0,91311,Office,21.6,59.2,747.0,1977.0
655.7,-12.6,-12.6,238932.0,1.0,95.0,90015,Multifamily Housing,39.8,99.7,8486.8,2015.0
164.1,-4.1,-4.1,164130.0,1.0,100.0,90047,Distribution Center,14.2,39.6,843.1,1924.0
424.7,-42.0,-42.0,185617.0,1.0,95.0,90017,Multifamily Housing,37.9,65.2,4163.5,2013.0
139.5,68.7,68.7,13440.0,1.0,100.0,90026,Office,136.8,429.7,74.6,1940.0
206.5,4.6,4.6,59889.0,1.0,95.0,90036,Multifamily Housing,61.2,84.1,4707.5,1951.0
844.0,75.0,75.0,214735.0,1.0,100.0,90021,Other,55.8,156.2,4646.2,1925.0
131.7,38.5,38.5,31535.0,0.0,100.0,90024,Worship Facility,63.3,141.4,2287.5,1956.0
1007.6,-57.9,-57.9,380941.0,1.0,90.0,91436,Office,36.0,105.4,3729.3,1975.0
249.4,-38.1,-38.1,60587.0,1.0,85.0,90025,Office,59.2,151.5,1551.2,1959.0
721.2,-13.4,-13.4,224371.0,1.0,100.0,91601,Multifamily Housing,48.4,110.0,10322.1,2006.0
723.4,81.6,81.6,92356.0,1.0,100.0,91356,Medical Office,118.7,278.8,2211.2,1982.0
244.8,27.7,27.7,60165.0,1.0,95.0,90045,Immeuble � logements multiples,64.6,126.3,2927.5,2000.0
410.9,757.4,757.4,13425.0,1.0,100.0,91423,Other - Recreation,517.6,830.1,2875.1,2003.0
66.1,-56.0,-56.0,88316.0,1.0,100.0,91342,Non-Refrigerated Warehouse,9.9,31.0,350.1,2000.0
280.1,-28.4,-28.4,180563.0,1.0,95.0,91605,Multifamily Housing,22.0,61.7,15755.5,1986.0
37.8,-77.2,-77.2,123180.0,1.0,100.0,91303,Self-Storage Facility,3.7,10.9,657.0,1990.0
45.2,39.5,39.5,29940.0,1.0,100.0,90021,Non-Refrigerated Warehouse,21.5,60.1,115.2,1967.0
1265.4,-20.6,-20.6,258005.0,1.0,95.0,91311,Financial Office,76.0,167.3,8480.6,1992.0
869.4,27.6,27.6,291800.0,1.0,95.0,90014,Multifamily Housing,43.2,108.5,10527.3,1905.0
13.7,-67.2,-67.2,38000.0,1.0,100.0,91331,Non-Refrigerated Warehouse,5.1,14.3,260.4,1998.0
40.3,-30.0,-30.0,22390.0,1.0,95.0,91601,Multifamily Housing,27.6,62.8,1051.2,1986.0
35.6,-45.7,-45.7,54518.0,1.0,100.0,91402,Self-Storage Facility,9.3,26.0,154.0,2010.0
174.8,-58.5,-58.5,192306.0,1.0,95.0,90036,Multifamily Housing,12.0,37.6,10640.4,1951.0
105.7,-31.8,-31.8,45676.0,1.0,30.0,91340,Residential Care Facility,37.2,73.3,1410.3,1983.0
1009.7,7.8,7.8,351000.0,7.0,95.0,90035,Multifamily Housing,45.6,89.6,8797.1,1989.0
60.5,-48.6,-48.6,48333.0,1.0,100.0,90232,Multifamily Housing,20.3,38.7,893.2,1987.0
957.4,36.5,36.5,208706.0,1.0,95.0,90015,Multifamily Housing,72.3,151.2,8011.6,2008.0
66.0,-0.2,-0.2,14285.0,1.0,100.0,90014,Fire Station,70.6,154.0,554.2,1960.0
136.0,56.6,56.6,36929.0,1.0,100.0,90020,Multifamily Housing,58.7,118.9,2339.8,1971.0
98.1,-44.7,-44.7,30784.0,1.0,95.0,90732,Strip Mall,45.3,126.6,2.4,1962.0
17.3,-95.1,-95.1,61934.0,1.0,100.0,90732,Other - Mall,4.0,11.1,1550.9,1979.0
55.9,-24.9,-24.9,16460.0,1.0,100.0,90047,Fire Station,51.2,115.9,481.8,1989.0
342.7,-63.9,-63.9,283810.0,1.0,100.0,90017,Multifamily Housing,16.9,46.1,18334.8,2006.0
151.9,-42.8,-42.8,89171.0,1.0,10.0,90015,Office,24.5,66.5,714.7,1968.0
181.9,6.9,6.9,71869.0,1.0,100.0,90038,Multifamily Housing,41.2,78.1,3989.4,1988.0
13.3,-67.1,-67.1,33485.0,1.0,100.0,91604,Self-Storage Facility,5.6,15.7,203.0,2009.0
408.2,-12.3,-12.3,159027.0,2.0,100.0,90501,Office,36.4,102.0,1980.2,1971.0
61.2,-58.8,-58.8,32492.0,1.0,95.0,90020,Multifamily Housing,32.8,48.6,3028.5,1991.0
4.6,-77.9,-77.9,25200.0,1.0,100.0,90248,Non-Refrigerated Warehouse,2.6,7.3,1.2,1969.0
749.7,-22.3,-22.3,176957.0,1.0,80.0,90017,Hotel,65.8,137.5,5121.3,1980.0
272.5,-13.0,-13.0,92765.0,2.0,100.0,91335,Multifamily Housing,46.5,91.7,4559.4,1970.0
454.1,-14.7,-14.7,166864.0,1.0,100.0,90013,Multifamily Housing,42.3,92.2,5760.7,2010.0
67.4,179.0,179.0,7250.0,1.0,100.0,91402,Medical Office,122.5,384.6,77.0,1962.0
262.1,75.4,75.4,100053.0,1.0,95.0,90045,Non-Refrigerated Warehouse,34.5,108.5,831.8,1947.0
65.5,-27.8,-27.8,31913.0,1.0,100.0,91335,Multifamily Housing,34.0,60.9,2529.9,1961.0
90.3,-46.2,-46.2,25770.0,1.0,95.0,90028,Residence Hall/Dormitory,55.5,114.7,1576.4,1925.0
206.1,-54.9,-54.9,62768.0,1.0,85.0,90049,Office,45.3,128.3,172.6,1985.0
